tconst,convert_text,genres
tt8510324,cenk recent high school graduat extrem skill video gamer work parttim game hous support singl mother sister also play famou video game leagu legend booster player peopl make extra money one day ada manag newli form pro esport team odd five discov propos spot cenk decid join team own former pro gamer ruzgar embark journey profession game world face tough challeng adventur play season tournament final teammat batu naz jj aslan mysteri coach ozer,"Comedy,Drama,Sport"
tt3643544,glass jaw redempt stori travi austin one time champion boxer goe prison lose everyth releas experi trial tribul redeem reput belt true lovesever year ago hero film glass jaw complet happi man travi austin achiev great success box soon achiev first victori championship young athlet becam rich bought posh hous marri beauti woman guy immedi lot friend often visit villa champion organ parti one day tragedi,"Drama,Sport,Thriller"
tt9125992,movi revolv around anandha middl age man tri achiev lifelong dream girl name udumbarath movi revolv around anandha middl age man whose dream score gold medal nation fail fulfil dream invest energi son sachith tri make intern level athlet dream fall apart son wife meet tragic accid unfortun breakdown pass difficult chapter ananda life udumbaraa girl squatter area town happen prodig runner walk life mark new begin life give reason live take challeng respons train udumbara win gold medal countri,"Drama,Sport"
tt7822050,recent czech histori seen stori one basketbal team,"Drama,Sport"
tt7511368,tina live quiet seasid town life anyth quiet mother threaten leav father daughter bulli husband mick juggl full time job three children determin ditch dysfunct beat inner demon tina put fight glove liter step box ring sweat anxieti punch selfworth take get famili rope emerg victori,"Drama,Sport"
tt8513044,bright misunderstood student passion bmx love scienc search human faith human test someth unexpect happen,"Drama,Romance,Sport"
tt9099624,direct mike tollin jon weinbach mandalay sport media film present entertain fresh retrospect gibson histor walkoff home run game world seri featur uniqu footag insight interview player coach broadcast fan includ gibson denni eckersley orel hershis vin sculli dave stewart,Sport
tt9138208,wwe univers shawn michael made everi match compet feel like main event matter time place showstopp step insid ring deliv perform unlik wwe dive deep archiv bring wwe univers neverbeforereleas match span entir career heartbreak kid tag team classic one half rocker hidden gem mr perfect stone cold steve austin ric flair,Sport
tt3920820,footbal player dream play nfl halt wrongli convict sent prison year later fight clear name within unjust systemth inspir true stori brian bank aldi hodg allamerican high school footbal star commit usc find life upend wrongli convict crime nt commit despit lack evid bank railroad broken justic system sentenc decad prison probat year later support justin brook greg kinnear california innoc project bank fight reclaim life fulfil dream play nfl,"Biography,Drama,Sport"
tt7061890,young boy learn taekwondo order protect,"Adventure,Drama,Sport"
tt9095514,malsat famou profession kk br player get expel champion team refus play injur hors upon return nativ villag find villag land danger decid assembl team nonprofession player particip countri prestigi kk br championship cup,Sport
tt9399288,join tgr crew one boldest ski mission ever film follow perspect athlet embark journey one remot unexplor mountain rang planet albanian alp final destin appear ultim goal collect athlet experi array locat around world inevit drive season adventur wit mindbend pillow line crew camp deep purcel mountain british columbia experi urban mad kamchatka insan crazi mountain montana join crew slovenian alp overthehead cold smoke watch yearold rip jackson hole discov alien landscap girdwood alaska januari see sean jordan ride crest butt black stallion shred southern rocki find wildest untam mountain europ let us ultim destin becam realiti,Sport
tt9038270,stori funk young nigerian girl want play footbal countri person stori struggl inspir tri convinc famili friend allow achiev dream,"Comedy,Drama,Family"
tt8916694,la pearl set compet prestigi titl miss heaven past catch exlov ben show yearold son hardli know,Drama
tt7132578,member soccer school team must solv refere fell asleep last gamespaco yearsold boy nicknam paket fail five penalti kick five game consecut live town soto alto parent patrol polic emilio antiquarianpassion soccer lover juana teen older brother vctor member soto alto school soccer team friend camua tomeo marilyn angustia ocho toni anita train goodintent incompet coach felip alicia paket life worsen classroom partner beauti neighbor helena secretli paket love interest join team laura anita mother school viceprincip hate soccer want undo team chang child choru team downgrad lower categori addit helena parent file divorc team miss helena father get custodi take away tri win remain soccer game save situat one refere fall asleep mysteri replac gordillo anoth refere make lose game badmann next game refere fall asleep gordillo appear make lose second time helena reunit team abandon hous talk suspect game putup time paket discov helena date toni team investig case learn laura mother seem conspir chacn coach rival team islantilla look evid prove suspect investig refere gordillo believ part conspiraci paket friend live adventur full fun friendship famili import prize win,"Comedy,Sport"
tt6251504,histori famou brazilian bantam featherweight world champion eder jofr tri deal person life oblig world class athlet mentor trainer father kid jofr,"Drama,Sport"
tt6953526,life imit game time come basketbal court head coach michigan warrior aau basketbal team dylan baxter find perpetu crossroad strive take team nation championship,"Drama,Sport"
tt4779344,legendari basebal coach get inexperienc michael new assist coach live dramat chang coach must come togeth help team win,"Drama,Sport"
